,compound_id,standard_inchi_key,target_id,standard_type,standard_relation,standard_value,assay_format,assaytype
2782,CHEMBL3739932,,P23944,Kd,=,24.55,,
2783,CHEMBL3746072,,P23921,Kd,=,9680.0,,
2784,CHEMBL3746526,,P23921,Kd,=,55290.0,,
2785,CHEMBL3747319,,P23921,Kd,=,10820.0,,
2786,CHEMBL3752642,,P23284,Kd,=,2.1,,
2789,CHEMBL3827575,,P22303,Kd,=,2310.0,,
2790,CHEMBL3827575,,P22303,Kd,=,167000.0,,
2791,CHEMBL3828381,,P22303,Kd,=,6540.0,,
2792,CHEMBL3828381,,P22303,Kd,=,55500.0,,
2793,CHEMBL3828385,,P22303,Kd,=,12330.0,,
2794,CHEMBL3828385,,P22303,Kd,=,35220.0,,
2795,CHEMBL3828586,,P22303,Kd,=,25280.0,,
2796,CHEMBL3828586,,P22303,Kd,=,66700.0,,
2797,CHEMBL3774575,,P21675,Kd,=,1800.0,,
2798,CHEMBL3828515,,P19793,Kd,=,910.0,,
2799,CHEMBL3817975,,P16050,Kd,=,4400.0,,
2800,CHEMBL3819527,,P16050,Kd,=,3900.0,,
2801,CHEMBL3828508,,P15090,Kd,=,2650.0,,
2802,CHEMBL3804872,,P14625,Kd,=,440.0,,
2803,CHEMBL3804875,,P14625,Kd,=,680.0,,
2804,CHEMBL3804936,,P14625,Kd,=,400.0,,
2805,CHEMBL3804944,,P14625,Kd,=,810.0,,
2806,CHEMBL3804958,,P14625,Kd,=,4040.0,,
2807,CHEMBL3804981,,P14625,Kd,=,760.0,,
2808,CHEMBL3804985,,P14625,Kd,=,1600.0,,
2809,CHEMBL3805004,,P14625,Kd,=,2140.0,,
2810,CHEMBL3805027,,P14625,Kd,=,550.0,,
2811,CHEMBL3805110,,P14625,Kd,=,4940.0,,
2812,CHEMBL3805121,,P14625,Kd,=,1300.0,,
2813,CHEMBL3805146,,P14625,Kd,=,810.0,,
2814,CHEMBL3805249,,P14625,Kd,=,200.0,,
2815,CHEMBL3805286,,P14625,Kd,=,730.0,,
2816,CHEMBL3805350,,P14625,Kd,=,750.0,,
2817,CHEMBL3805415,,P14625,Kd,=,90.0,,
2818,CHEMBL3805428,,P14625,Kd,=,650.0,,
2819,CHEMBL3805432,,P14625,Kd,=,4700.0,,
2820,CHEMBL3805519,,P14625,Kd,=,250.0,,
2821,CHEMBL3805526,,P14625,Kd,=,1500.0,,
2822,CHEMBL3805552,,P14625,Kd,=,6900.0,,
2823,CHEMBL3805570,,P14625,Kd,=,3200.0,,
2824,CHEMBL3805571,,P14625,Kd,=,3000.0,,
2825,CHEMBL3805612,,P14625,Kd,=,2360.0,,
2826,CHEMBL3805621,,P14625,Kd,=,960.0,,
2827,CHEMBL3805768,,P14625,Kd,=,470.0,,
2828,CHEMBL3805792,,P14625,Kd,=,2350.0,,
2829,CHEMBL3805794,,P14625,Kd,=,350.0,,
2830,CHEMBL3805824,,P14625,Kd,=,670.0,,
2831,CHEMBL3805853,,P14625,Kd,=,2500.0,,
2832,CHEMBL3805858,,P14625,Kd,=,9180.0,,
2833,CHEMBL3805874,,P14625,Kd,=,1390.0,,
2834,CHEMBL3805920,,P14625,Kd,=,1530.0,,
2835,CHEMBL3805965,,P14625,Kd,=,930.0,,
2836,CHEMBL3805991,,P14625,Kd,=,720.0,,
2837,CHEMBL3806120,,P14625,Kd,=,1530.0,,
2838,CHEMBL3806136,,P14625,Kd,=,1400.0,,
2839,CHEMBL3806252,,P14625,Kd,=,1360.0,,
2840,CHEMBL3822515,,P11142,Kd,>,1000000.0,,
2841,CHEMBL3822603,,P11142,Kd,=,457.09,,
2842,CHEMBL3822603,,P11142,Kd,=,460.0,,
2843,CHEMBL3822684,,P11142,Kd,=,30000.0,,
2844,CHEMBL3822684,,P11142,Kd,=,30199.52,,
2845,CHEMBL3822829,,P11142,Kd,=,2754.23,,
2846,CHEMBL3822829,,P11142,Kd,=,2800.0,,
2847,CHEMBL3823299,,P11142,Kd,>,1000000.0,,
2848,CHEMBL3823700,,P11142,Kd,=,3300.0,,
2849,CHEMBL3823700,,P11142,Kd,=,3388.44,,
2850,CHEMBL3823801,,P11142,Kd,=,27000.0,,
2851,CHEMBL3823801,,P11142,Kd,=,27542.29,,
2852,CHEMBL3799447,,P10415,Kd,=,290.0,,
2853,CHEMBL3745803,,P0DMS9,Kd,=,741.31,,
2854,CHEMBL3745868,,P0DMS9,Kd,=,741.31,,
2855,CHEMBL3819473,,P09038,Kd,=,40000.0,,
2856,CHEMBL3814075,,P08684,Kd,=,105000.0,,
2857,CHEMBL3814345,,P08684,Kd,=,10000.0,,
2858,CHEMBL3814479,,P08684,Kd,=,900.0,,
2859,CHEMBL3814729,,P08684,Kd,=,10000.0,,
2860,CHEMBL3814877,,P08684,Kd,=,500.0,,
2861,CHEMBL3734798,,P08581,Kd,=,0.2,,binding
2862,CHEMBL3804872,,P07900,Kd,=,8310.0,,
2863,CHEMBL3804875,,P07900,Kd,=,5130.0,,
2864,CHEMBL3804936,,P07900,Kd,=,810.0,,
2865,CHEMBL3804944,,P07900,Kd,=,12100.0,,
2866,CHEMBL3804958,,P07900,Kd,=,5410.0,,
2867,CHEMBL3804981,,P07900,Kd,=,3160.0,,
2868,CHEMBL3804985,,P07900,Kd,=,21100.0,,
2869,CHEMBL3805004,,P07900,Kd,=,6540.0,,
2870,CHEMBL3805027,,P07900,Kd,=,5910.0,,
2871,CHEMBL3805110,,P07900,Kd,=,9920.0,,
2872,CHEMBL3805121,,P07900,Kd,=,53900.0,,
2873,CHEMBL3805146,,P07900,Kd,=,38800.0,,
2874,CHEMBL3805249,,P07900,Kd,=,8100.0,,
2875,CHEMBL3805286,,P07900,Kd,=,25200.0,,
2876,CHEMBL3805350,,P07900,Kd,=,36700.0,,
2877,CHEMBL3805415,,P07900,Kd,=,240.0,,
2878,CHEMBL3805428,,P07900,Kd,=,26600.0,,
2879,CHEMBL3805432,,P07900,Kd,=,18200.0,,
2880,CHEMBL3805519,,P07900,Kd,=,2300.0,,
2881,CHEMBL3805526,,P07900,Kd,=,3770.0,,
2882,CHEMBL3805552,,P07900,Kd,>,150000.0,,
2883,CHEMBL3805570,,P07900,Kd,=,23400.0,,
2884,CHEMBL3805571,,P07900,Kd,=,68100.0,,
2885,CHEMBL3805612,,P07900,Kd,=,7500.0,,
2886,CHEMBL3805621,,P07900,Kd,=,12500.0,,
2887,CHEMBL3805768,,P07900,Kd,=,3920.0,,
2888,CHEMBL3805792,,P07900,Kd,=,72500.0,,
2889,CHEMBL3805794,,P07900,Kd,=,9200.0,,
2890,CHEMBL3805824,,P07900,Kd,=,1800.0,,
2891,CHEMBL3805853,,P07900,Kd,=,16000.0,,
2892,CHEMBL3805858,,P07900,Kd,=,9920.0,,
2893,CHEMBL3805874,,P07900,Kd,=,8470.0,,
2894,CHEMBL3805920,,P07900,Kd,=,9630.0,,
2895,CHEMBL3805965,,P07900,Kd,=,34700.0,,
2896,CHEMBL3805991,,P07900,Kd,=,6940.0,,
2897,CHEMBL3806120,,P07900,Kd,=,19300.0,,
2898,CHEMBL3806136,,P07900,Kd,=,15800.0,,
2899,CHEMBL3806252,,P07900,Kd,=,11400.0,,
2900,CHEMBL3764285,,P04631,Kd,=,1600.0,,
2901,CHEMBL3764851,,P04631,Kd,=,500.0,,
2902,CHEMBL3765054,,P04631,Kd,=,89500.0,,
2903,CHEMBL3765382,,P04631,Kd,=,4600.0,,
2904,CHEMBL3765771,,P04631,Kd,=,202600.0,,
2907,CHEMBL3734777,,P03952,Kd,>,1000000.0,,
2908,CHEMBL3735080,,P03952,Kd,=,737.0,,
2909,CHEMBL3735263,,P03952,Kd,=,3.04,,
2910,CHEMBL3754474,,P03372,Kd,=,352.0,,
2911,CHEMBL3739810,,P01375,Kd,=,15170.0,,
2912,CHEMBL3739952,,P01375,Kd,=,18640.0,,
2913,CHEMBL3740051,,P01375,Kd,=,950.0,,
2914,CHEMBL3740080,,P01375,Kd,=,740.0,,
2915,CHEMBL3740299,,P01375,Kd,=,18750.0,,
2916,CHEMBL3740334,,P01375,Kd,=,5450.0,,
2917,CHEMBL3740371,,P01375,Kd,=,17850.0,,
2918,CHEMBL3740423,,P01375,Kd,=,35230.0,,
2919,CHEMBL3740564,,P01375,Kd,=,5200.0,,
2920,CHEMBL3740629,,P01375,Kd,=,17270.0,,
2921,CHEMBL3740702,,P01375,Kd,=,12810.0,,
2922,CHEMBL3740763,,P01375,Kd,=,10330.0,,
2923,CHEMBL3740948,,P01375,Kd,=,14120.0,,
2924,CHEMBL3741025,,P01375,Kd,=,25360.0,,
2925,CHEMBL3741027,,P01375,Kd,=,2140.0,,
2926,CHEMBL3741215,,P01375,Kd,=,4780.0,,
2927,CHEMBL3741275,,P01375,Kd,=,3160.0,,
2928,CHEMBL3741278,,P01375,Kd,=,15610.0,,
2929,CHEMBL3741286,,P01375,Kd,=,25030.0,,
2930,CHEMBL3741437,,P01375,Kd,>,35000.0,,
2931,CHEMBL3741720,,P01375,Kd,=,7000.0,,
2932,CHEMBL3741761,,P01375,Kd,=,10120.0,,
2933,CHEMBL3741778,,P01375,Kd,=,5120.0,,
2934,CHEMBL3741784,,P01375,Kd,=,8220.0,,
2935,CHEMBL3741883,,P01375,Kd,=,1610.0,,
2936,CHEMBL3741922,,P01375,Kd,>,35000.0,,
2937,CHEMBL3741926,,P01375,Kd,=,7820.0,,
2938,CHEMBL3741940,,P01375,Kd,=,16820.0,,
2939,CHEMBL3741962,,P01375,Kd,=,10740.0,,
2940,CHEMBL3742137,,P01375,Kd,=,2510.0,,
2941,CHEMBL3742150,,P01375,Kd,=,13280.0,,
2942,CHEMBL3742191,,P01375,Kd,=,12220.0,,
2943,CHEMBL3805016,,P01375,Kd,=,500.0,,
2944,CHEMBL3805242,,P01375,Kd,=,500.0,,
2945,CHEMBL3805615,,P01375,Kd,=,390.0,,
2946,CHEMBL3806135,,P01375,Kd,=,500.0,,
2947,CHEMBL3763196,,P00918,Kd,=,1400000.0,,
2948,CHEMBL3763993,,P00918,Kd,=,490000.0,,
2949,CHEMBL3764475,,P00918,Kd,=,670000.0,,
2950,CHEMBL3797385,,P00918,Kd,=,1.5,,
2951,CHEMBL3797835,,P00918,Kd,=,450.0,,
2952,CHEMBL3797893,,P00918,Kd,=,4.5,,
2953,CHEMBL3797893,,P00918,Kd,=,6.8,,
2956,CHEMBL3798303,,P00918,Kd,=,20.0,,
2957,CHEMBL3798303,,P00918,Kd,=,100.0,,
2958,CHEMBL3798446,,P00918,Kd,=,3.3,,
2960,CHEMBL3798446,,P00918,Kd,=,6.0,,
2961,CHEMBL3798473,,P00918,Kd,=,0.59,,
2963,CHEMBL3799296,,P00918,Kd,=,760.0,,
2964,CHEMBL3799296,,P00918,Kd,=,1700.0,,
2965,CHEMBL3799577,,P00918,Kd,=,2.4,,
2966,CHEMBL3799577,,P00918,Kd,=,6.4,,
2969,CHEMBL3799945,,P00918,Kd,=,66.0,,
2970,CHEMBL3799945,,P00918,Kd,=,77.0,,
2972,CHEMBL3797385,,P00915,Kd,=,14.0,,
2973,CHEMBL3797385,,P00915,Kd,=,37.0,,
2974,CHEMBL3797835,,P00915,Kd,=,9100.0,,
2975,CHEMBL3797893,,P00915,Kd,=,0.028999999999999998,,
2976,CHEMBL3798303,,P00915,Kd,=,330.0,,
2977,CHEMBL3798446,,P00915,Kd,=,5.0,,
2979,CHEMBL3798446,,P00915,Kd,=,22.0,,
2980,CHEMBL3798473,,P00915,Kd,=,220.0,,
2982,CHEMBL3799296,,P00915,Kd,=,1700.0,,
2983,CHEMBL3799296,,P00915,Kd,=,44000.0,,
2985,CHEMBL3799577,,P00915,Kd,=,25.0,,
2986,CHEMBL3799577,,P00915,Kd,=,25.0,,
2988,CHEMBL3799945,,P00915,Kd,=,25.0,,
2989,CHEMBL3799945,,P00915,Kd,=,61.0,,
2990,CHEMBL3751976,,P00533,Kd,=,140.0,,
2991,CHEMBL3752204,,P00533,Kd,=,0.25,,
2992,CHEMBL3752363,,P00533,Kd,=,6.2,,
2993,CHEMBL3752448,,P00533,Kd,=,57.0,,
2994,CHEMBL3753011,,P00533,Kd,=,4.3,,
2995,CHEMBL3753235,,P00533,Kd,=,2.5,,
2996,CHEMBL3754564,,P00533,Kd,=,350.0,,
2997,CHEMBL3754803,,P00533,Kd,=,72.0,,
2998,CHEMBL3780251,,O95931,Kd,=,100.0,,
2999,CHEMBL3780489,,O95931,Kd,=,5300.0,,
3000,CHEMBL3780663,,O95931,Kd,=,160.0,,
3001,CHEMBL3780663,,O95931,Kd,=,290.0,,
3002,CHEMBL3780712,,O95931,Kd,=,400.0,,
3003,CHEMBL3781600,,O95931,Kd,=,24000.0,,
3004,CHEMBL3781600,,O95931,Kd,=,34000.0,,
3005,CHEMBL3827954,,O95931,Kd,=,125300.0,,
3006,CHEMBL3752151,,O95696,Kd,=,110.0,,
3007,CHEMBL3752151,,O95696,Kd,=,108.0,,
3008,CHEMBL3769965,,O95696,Kd,=,1130.0,,
3009,CHEMBL3770173,,O95696,Kd,=,500.0,,
3010,CHEMBL3774575,,O95696,Kd,=,12.0,,
3011,CHEMBL3780251,,O95503,Kd,=,300.0,,
3012,CHEMBL3780489,,O95503,Kd,=,900.0,,
3013,CHEMBL3780663,,O95503,Kd,=,110.0,,
3014,CHEMBL3780712,,O95503,Kd,=,800.0,,
3015,CHEMBL3781600,,O95503,Kd,=,910.0,,
3016,CHEMBL3752296,,O60885,Kd,=,1400.0,,
3017,CHEMBL3752296,,O60885,Kd,=,1400.0,,
3018,CHEMBL3770150,,O60885,Kd,>,50000.0,,
3019,CHEMBL3770150,,O60885,Kd,>,50000.0,,
3020,CHEMBL3770576,,O60885,Kd,=,50.0,,
3021,CHEMBL3770576,,O60885,Kd,=,520.0,,
3022,CHEMBL3770598,,O60885,Kd,=,9800.0,,
3023,CHEMBL3770598,,O60885,Kd,>,36000.0,,
3024,CHEMBL3770724,,O60885,Kd,=,3400.0,,
3025,CHEMBL3770724,,O60885,Kd,>,300000.0,,
3026,CHEMBL3771341,,O60885,Kd,=,25000.0,,
3027,CHEMBL3771341,,O60885,Kd,>,50000.0,,
3028,CHEMBL3774575,,O60885,Kd,>,10000.0,,
3029,CHEMBL3774575,,O60885,Kd,>,10000.0,,
3030,CHEMBL3774931,,O60885,Kd,=,1400.0,,
3031,CHEMBL3775058,,O60885,Kd,=,1800.0,,
3032,CHEMBL3779929,,O60885,Kd,=,180.0,,
3033,CHEMBL3780059,,O60885,Kd,=,275.0,,
3034,CHEMBL3780128,,O60885,Kd,=,390.0,,
3035,CHEMBL3780381,,O60885,Kd,=,3751.0,,
3036,CHEMBL3780398,,O60885,Kd,=,1234.0,,
3037,CHEMBL3780429,,O60885,Kd,=,137.0,,
3038,CHEMBL3780508,,O60885,Kd,=,392.0,,
3039,CHEMBL3780901,,O60885,Kd,=,218.0,,
3040,CHEMBL3781254,,O60885,Kd,=,255.0,,
3041,CHEMBL3781449,,O60885,Kd,=,224.0,,
3042,CHEMBL3781471,,O60885,Kd,=,124.0,,
3043,CHEMBL3782048,,O60885,Kd,=,421.0,,
3044,CHEMBL3785242,,O60885,Kd,=,9200.0,,
3045,CHEMBL3785545,,O60885,Kd,=,6800.0,,
3046,CHEMBL3785648,,O60885,Kd,=,6800.0,,
3047,CHEMBL3785707,,O60885,Kd,=,12000.0,,
3048,CHEMBL3785713,,O60885,Kd,=,810.0,,
3049,CHEMBL3785971,,O60885,Kd,=,7400.0,,
3050,CHEMBL3786031,,O60885,Kd,=,7900.0,,
3051,CHEMBL3786180,,O60885,Kd,=,1300.0,,
3052,CHEMBL3786260,,O60885,Kd,=,5800.0,,
3053,CHEMBL3786406,,O60885,Kd,=,460.0,,
3054,CHEMBL3786456,,O60885,Kd,=,5700.0,,
3055,CHEMBL3786700,,O60885,Kd,=,880.0,,
3056,CHEMBL3786704,,O60885,Kd,=,3900.0,,
3057,CHEMBL3786807,,O60885,Kd,=,7200.0,,
3058,CHEMBL3787231,,O60885,Kd,=,240.0,,
3059,CHEMBL3823101,,O60885,Kd,>,10000.0,,
3060,CHEMBL3823101,,O60885,Kd,>,20000.0,,
3061,CHEMBL3823478,,O60885,Kd,>,10000.0,,
3062,CHEMBL3823478,,O60885,Kd,>,20000.0,,
3064,CHEMBL3797385,,O43570,Kd,=,190.0,,
3065,CHEMBL3797385,,O43570,Kd,=,320.0,,
3067,CHEMBL3797835,,O43570,Kd,=,100.0,,
3068,CHEMBL3797835,,O43570,Kd,=,390.0,,
3069,CHEMBL3797835,,O43570,Kd,=,400.0,,
3070,CHEMBL3797835,,O43570,Kd,=,840.0,,
3071,CHEMBL3797835,,O43570,Kd,=,2600.0,,
3073,CHEMBL3797893,,O43570,Kd,=,33.0,,
3074,CHEMBL3797893,,O43570,Kd,=,46.0,,
3075,CHEMBL3798303,,O43570,Kd,=,1.1,,
3077,CHEMBL3798446,,O43570,Kd,=,330.0,,
3078,CHEMBL3798446,,O43570,Kd,=,450.0,,
3080,CHEMBL3798473,,O43570,Kd,=,17.0,,
3081,CHEMBL3798473,,O43570,Kd,=,59.0,,
3083,CHEMBL3799296,,O43570,Kd,=,4300.0,,
3084,CHEMBL3799296,,O43570,Kd,=,7100.0,,
3086,CHEMBL3799577,,O43570,Kd,=,95.0,,
3087,CHEMBL3799577,,O43570,Kd,=,100.0,,
3088,CHEMBL3799945,,O43570,Kd,=,330.0,,
3089,CHEMBL3769965,,O15164,Kd,=,222.0,,
3090,CHEMBL3774575,,O15164,Kd,=,1.3,,
3091,CHEMBL3774575,,O15164,Kd,=,31.0,,
3092,CHEMBL3751921,,O14976,Kd,=,610.0,,
3093,CHEMBL3752472,,O14976,Kd,=,600.0,,
3094,CHEMBL3752816,,O14976,Kd,=,590.0,,
3095,CHEMBL3753017,,O14976,Kd,=,85.0,,
3096,CHEMBL3753050,,O14976,Kd,=,110.0,,
3097,CHEMBL3753095,,O14976,Kd,=,340.0,,
3098,CHEMBL3753335,,O14976,Kd,=,660.0,,
3099,CHEMBL3753527,,O14976,Kd,=,1100.0,,
3100,CHEMBL3753792,,O14976,Kd,=,640.0,,
3101,CHEMBL3753857,,O14976,Kd,=,900.0,,
3102,CHEMBL3753916,,O14976,Kd,=,310.0,,
3103,CHEMBL3754235,,O14976,Kd,=,74.0,,
3104,CHEMBL3754300,,O14976,Kd,=,290.0,,
3105,CHEMBL3754728,,O14976,Kd,=,220.0,,
3106,CHEMBL3734798,,O14965,Kd,=,89.24,,binding
3107,CHEMBL3817889,,O14842,Kd,=,4.0,,
3108,CHEMBL3817889,,O14842,Kd,=,7.4,,
3110,CHEMBL3813775,,O14640,Kd,=,268000.0,,
3112,CHEMBL3814041,,O14640,Kd,=,783000.0,,
3114,CHEMBL3814273,,O14640,Kd,=,139000.0,,
3116,CHEMBL3814441,,O14640,Kd,=,251000.0,,
3118,CHEMBL3814506,,O14640,Kd,=,152000.0,,
3120,CHEMBL3814619,,O14640,Kd,=,38300.0,,
3122,CHEMBL3814692,,O14640,Kd,=,186.0,,
3123,CHEMBL3814692,,O14640,Kd,=,11200.0,,
3124,CHEMBL3814761,,O14640,Kd,=,10600.0,,
3126,CHEMBL3814864,,O14640,Kd,=,68400.0,,
3128,CHEMBL3814879,,O14640,Kd,=,62400.0,,
3130,CHEMBL3815146,,O14640,Kd,=,311000.0,,
3131,CHEMBL3780251,,O00257,Kd,=,200.0,,
3132,CHEMBL3780489,,O00257,Kd,=,15500.0,,
3133,CHEMBL3780712,,O00257,Kd,=,800.0,,
3134,CHEMBL3780497,,O00255,Kd,=,23.6,,
3135,CHEMBL3781030,,O00255,Kd,=,6.5,,
3136,CHEMBL3798534,,B4EH87,Kd,=,54000.0,,
3137,CHEMBL3764647,,A4TVL0,Kd,=,3300.0,,
